|sports|sports_team|roster.|american_football|football_roster_position|position	|american_football|position
|medicine|disease|risk_factors	|medicine|risk_factor
|tv|tv_writer|tv_programs.|tv|tv_program_writer_relationship|tv_program	|tv|tv_program
|organization|organization|headquarters.|location|mailing_address|citytown	|location|location
|film|film|release_date_s.|film|film_regional_release_date|film_release_region	|location|location
|education|educational_institution|students_graduates.|education|education|student	|people|person
|location|statistical_region|religions.|location|religion_percentage|religion	|religion|religion
|education|educational_degree|people_with_this_degree.|education|education|institution	|education|educational_institution
|time|event|locations	|location|location
|people|person|nationality	|location|country
|education|field_of_study|students_majoring.|education|education|major_field_of_study	|education|field_of_study
|film|film|distributors.|film|film_film_distributor_relationship|film_distribution_medium	|film|film_distribution_medium
|award|award_category|winners.|award|award_honor|award_winner	|award|award_winner
|sports|sports_position|players.|american_football|football_historical_roster_position|position_s	|american_football|position
|award|award_winning_work|awards_won.|award|award_honor|award	|award|award_category
|olympics|olympic_games|sports	|olympics|olympic_sport
|sports|sport|pro_athletes.|sports|pro_sports_played|athlete	|sports|pro_athlete
|award|ranked_item|appears_in_ranked_lists.|award|ranking|list	|award|ranked_list
|business|business_operation|operating_income.|measurement_unit|dated_money_value|currency	|finance|currency
|medicine|symptom|symptom_of	|medicine|disease
|base|americancomedy|celebrity_impressionist|celebrities_impersonated	|base|americancomedy|impersonated_celebrity
|people|ethnicity|languages_spoken	|language|human_language
|tv|tv_network|programs.|tv|tv_network_duration|program	|tv|tv_program
|music|genre|artists	|music|artist
|influence|influence_node|influenced_by	|influence|influence_node
|base|schemastaging|organization_extra|phone_number.|base|schemastaging|phone_sandbox|service_location	|location|location
|business|business_operation|industry	|business|industry
|location|statistical_region|gni_per_capita_in_ppp_dollars.|measurement_unit|dated_money_value|currency	|finance|currency
|base|marchmadness|ncaa_basketball_tournament|seeds.|base|marchmadness|ncaa_tournament_seed|team	|base|marchmadness|ncaa_basketball_team
|government|politician|government_positions_held.|government|government_position_held|basic_title	|government|government_office_category
|people|person|gender	|people|gender
|film|film|release_date_s.|film|film_regional_release_date|film_regional_debut_venue	|film|film_screening_venue
|people|marriage_union_type|unions_of_this_type.|people|marriage|location_of_ceremony	|location|location
|film|film|production_companies	|film|production_company
|film|film|distributors.|film|film_film_distributor_relationship|region	|location|location
|tv|tv_program|tv_producer.|tv|tv_producer_term|producer_type	|tv|tv_producer_type
|people|ethnicity|geographic_distribution	|location|location
|base|aareas|schema|administrative_area|capital	|base|aareas|schema|earth|citytown
|people|profession|specialization_of	|people|profession
|film|special_film_performance_type|film_performance_type.|film|performance|film	|film|film
|film|film|cinematography	|film|cinematographer
|location|hud_county_place|county	|location|us_county
|base|locations|continents|countries_within	|base|locations|countries
|film|film|music	|film|music_contributor
|music|performance_role|track_performances.|music|track_contribution|role	|music|performance_role
|film|film|story_by	|film|film_story_contributor
|location|country|capital	|location|citytown
|location|statistical_region|gdp_nominal_per_capita.|measurement_unit|dated_money_value|currency	|finance|currency
|sports|sports_league|teams.|sports|sports_league_participation|team	|sports|sports_team
|award|award_ceremony|awards_presented.|award|award_honor|award_winner	|award|award_winner
|organization|role|leaders.|organization|leadership|organization	|organization|organization
|film|person_or_entity_appearing_in_film|films.|film|personal_film_appearance|type_of_appearance	|film|personal_film_appearance_type
|location|country|official_language	|language|human_language
|common|topic|webpage.|common|webpage|category	|common|annotation_category
|education|educational_institution|students_graduates.|education|education|major_field_of_study	|education|field_of_study
|business|business_operation|revenue.|measurement_unit|dated_money_value|currency	|finance|currency
|celebrities|celebrity|sexual_relationships.|celebrities|romantic_relationship|celebrity	|celebrities|celebrity
|film|film|produced_by	|film|producer
|music|genre|parent_genre	|music|genre
|film|film|release_date_s.|film|film_regional_release_date|film_release_distribution_medium	|film|film_distribution_medium
|education|field_of_study|students_majoring.|education|education|student	|people|person
|music|record_label|artist	|music|artist
|location|statistical_region|places_exported_to.|location|imports_and_exports|exported_to	|location|statistical_region
|film|film|film_art_direction_by	|film|film_art_director
|baseball|baseball_team|team_stats.|baseball|baseball_team_stats|season	|sports|sports_league_season
|location|administrative_division|first_level_division_of	|location|country
|sports|sports_team|colors	|visual_art|color
|user|jg|default_domain|olympic_games|sports	|user|jg|default_domain|olympic_sport
|broadcast|content|artist	|broadcast|artist
|influence|influence_node|peers.|influence|peer_relationship|peers	|influence|influence_node
|people|person|place_of_birth	|location|location
|location|location|time_zones	|time|time_zone
|education|educational_institution|campuses	|education|educational_institution_campus
|organization|organization_member|member_of.|organization|organization_membership|organization	|organization|membership_organization
|film|film|estimated_budget.|measurement_unit|dated_money_value|currency	|finance|currency
|government|politician|government_positions_held.|government|government_position_held|legislative_sessions	|government|legislative_session
|film|film|other_crew.|film|film_crew_gig|crewmember	|film|film_crewmember
|education|educational_institution|colors	|visual_art|color
|sports|sports_team|roster.|basketball|basketball_roster_position|position	|basketball|basketball_position
|tv|tv_program|languages	|language|human_language
|film|film|language	|language|human_language
|sports|pro_athlete|teams.|sports|sports_team_roster|team	|sports|sports_team
|government|legislative_session|members.|government|government_position_held|district_represented	|government|political_district
|medicine|disease|notable_people_with_this_condition	|medicine|notable_person_with_medical_condition
|film|film|film_production_design_by	|film|film_production_designer
|tv|tv_program|country_of_origin	|location|country
|media_common|netflix_genre|titles	|media_common|netflix_title
|award|award_nominee|award_nominations.|award|award_nomination|nominated_for	|award|award_nominated_work
|film|film|other_crew.|film|film_crew_gig|film_crew_role	|film|film_job
|base|aareas|schema|administrative_area|administrative_parent	|base|aareas|schema|administrative_area
|sports|sports_team|roster.|baseball|baseball_roster_position|position	|baseball|baseball_position
|tv|non_character_role|tv_regular_personal_appearances.|tv|tv_regular_personal_appearance|person	|tv|tv_personality
|organization|non_profit_organization|registered_with.|organization|non_profit_registration|registering_agency	|government|government_agency
|language|human_language|countries_spoken_in	|location|country
|user|alexander|philosophy|philosopher|interests	|user|alexander|philosophy|subject
|government|political_party|politicians_in_this_party.|government|political_party_tenure|politician	|government|politician
