|music|artist|track_contributions.|music|track_contribution|role	|music|artist
|location|capital_of_administrative_division|capital_of.|location|administrative_division_capital_relationship|administrative_division	|location|capital_of_administrative_division
|music|performance_role|regular_performances.|music|group_membership|group	|music|performance_role
|film|actor|film.|film|performance|film	|film|actor
|base|biblioness|bibs_location|country	|base|biblioness|bibs_location
|award|award_nominee|award_nominations.|award|award_nomination|award_nominee	|award|award_nominee
|base|culturalevent|event|entity_involved	|base|culturalevent|event
|location|statistical_region|gdp_nominal.|measurement_unit|dated_money_value|currency	|location|statistical_region
|organization|organization|headquarters.|location|mailing_address|state_province_region	|organization|organization
|award|award_category|nominees.|award|award_nomination|nominated_for	|award|award_category
|people|person|religion	|people|person
|military|military_conflict|combatants.|military|military_combatant_group|combatants	|military|military_conflict
|film|film|costume_design_by	|film|film
|base|biblioness|bibs_location|state	|base|biblioness|bibs_location
|people|person|spouse_s.|people|marriage|location_of_ceremony	|people|person
|base|petbreeds|city_with_dogs|top_breeds.|base|petbreeds|dog_city_relationship|dog_breed	|base|petbreeds|city_with_dogs
|tv|tv_program|regular_cast.|tv|regular_tv_appearance|actor	|tv|tv_program
|government|politician|government_positions_held.|government|government_position_held|jurisdiction_of_office	|government|politician
|music|group_member|membership.|music|group_membership|group	|music|group_member
|organization|endowed_organization|endowment.|measurement_unit|dated_money_value|currency	|organization|endowed_organization
|organization|organization|child.|organization|organization_relationship|child	|organization|organization
|film|film|prequel	|film|film
|sports|sports_team|roster.|american_football|football_historical_roster_position|position_s	|sports|sports_team
|base|schemastaging|organization_extra|phone_number.|base|schemastaging|phone_sandbox|contact_category	|base|schemastaging|organization_extra
|base|popstra|location|vacationers.|base|popstra|vacation_choice|vacationer	|base|popstra|location
|people|person|employment_history.|business|employment_tenure|company	|people|person
|people|person|spouse_s.|people|marriage|spouse	|people|person
|location|administrative_division|country	|location|administrative_division
|olympics|olympic_participating_country|medals_won.|olympics|olympic_medal_honor|olympics	|olympics|olympic_participating_country
|people|person|sibling_s.|people|sibling_relationship|sibling	|people|person
|award|award_ceremony|awards_presented.|award|award_honor|honored_for	|award|award_ceremony
|sports|professional_sports_team|draft_picks.|sports|sports_league_draft_pick|draft	|sports|professional_sports_team
|sports|sports_team|roster.|american_football|football_roster_position|position	|sports|sports_team
|medicine|disease|risk_factors	|medicine|disease
|tv|tv_writer|tv_programs.|tv|tv_program_writer_relationship|tv_program	|tv|tv_writer
|organization|organization|headquarters.|location|mailing_address|citytown	|organization|organization
|film|film|release_date_s.|film|film_regional_release_date|film_release_region	|film|film
|education|educational_institution|students_graduates.|education|education|student	|education|educational_institution
|location|statistical_region|religions.|location|religion_percentage|religion	|location|statistical_region
|education|educational_degree|people_with_this_degree.|education|education|institution	|education|educational_degree
|time|event|locations	|time|event
|people|person|nationality	|people|person
|education|field_of_study|students_majoring.|education|education|major_field_of_study	|education|field_of_study
|film|film|distributors.|film|film_film_distributor_relationship|film_distribution_medium	|film|film
|award|award_category|winners.|award|award_honor|award_winner	|award|award_category
|sports|sports_position|players.|american_football|football_historical_roster_position|position_s	|sports|sports_position
|award|award_winning_work|awards_won.|award|award_honor|award	|award|award_winning_work
|olympics|olympic_games|sports	|olympics|olympic_games
|sports|sport|pro_athletes.|sports|pro_sports_played|athlete	|sports|sport
|award|ranked_item|appears_in_ranked_lists.|award|ranking|list	|award|ranked_item
|business|business_operation|operating_income.|measurement_unit|dated_money_value|currency	|business|business_operation
|medicine|symptom|symptom_of	|medicine|symptom
|base|americancomedy|celebrity_impressionist|celebrities_impersonated	|base|americancomedy|celebrity_impressionist
|people|ethnicity|languages_spoken	|people|ethnicity
|tv|tv_network|programs.|tv|tv_network_duration|program	|tv|tv_network
|music|genre|artists	|music|genre
|influence|influence_node|influenced_by	|influence|influence_node
|base|schemastaging|organization_extra|phone_number.|base|schemastaging|phone_sandbox|service_location	|base|schemastaging|organization_extra
|business|business_operation|industry	|business|business_operation
|location|statistical_region|gni_per_capita_in_ppp_dollars.|measurement_unit|dated_money_value|currency	|location|statistical_region
|base|marchmadness|ncaa_basketball_tournament|seeds.|base|marchmadness|ncaa_tournament_seed|team	|base|marchmadness|ncaa_basketball_tournament
|government|politician|government_positions_held.|government|government_position_held|basic_title	|government|politician
|people|person|gender	|people|person
|film|film|release_date_s.|film|film_regional_release_date|film_regional_debut_venue	|film|film
|people|marriage_union_type|unions_of_this_type.|people|marriage|location_of_ceremony	|people|marriage_union_type
|film|film|production_companies	|film|film
|film|film|distributors.|film|film_film_distributor_relationship|region	|film|film
|tv|tv_program|tv_producer.|tv|tv_producer_term|producer_type	|tv|tv_program
|people|ethnicity|geographic_distribution	|people|ethnicity
|base|aareas|schema|administrative_area|capital	|base|aareas|schema|administrative_area
|people|profession|specialization_of	|people|profession
|film|special_film_performance_type|film_performance_type.|film|performance|film	|film|special_film_performance_type
|film|film|cinematography	|film|film
|location|hud_county_place|county	|location|hud_county_place
|base|locations|continents|countries_within	|base|locations|continents
|film|film|music	|film|film
|music|performance_role|track_performances.|music|track_contribution|role	|music|performance_role
|film|film|story_by	|film|film
|location|country|capital	|location|country
|location|statistical_region|gdp_nominal_per_capita.|measurement_unit|dated_money_value|currency	|location|statistical_region
|sports|sports_league|teams.|sports|sports_league_participation|team	|sports|sports_league
|award|award_ceremony|awards_presented.|award|award_honor|award_winner	|award|award_ceremony
|organization|role|leaders.|organization|leadership|organization	|organization|role
|film|person_or_entity_appearing_in_film|films.|film|personal_film_appearance|type_of_appearance	|film|person_or_entity_appearing_in_film
|location|country|official_language	|location|country
|common|topic|webpage.|common|webpage|category	|common|topic
|education|educational_institution|students_graduates.|education|education|major_field_of_study	|education|educational_institution
|business|business_operation|revenue.|measurement_unit|dated_money_value|currency	|business|business_operation
|celebrities|celebrity|sexual_relationships.|celebrities|romantic_relationship|celebrity	|celebrities|celebrity
|film|film|produced_by	|film|film
|music|genre|parent_genre	|music|genre
|film|film|release_date_s.|film|film_regional_release_date|film_release_distribution_medium	|film|film
|education|field_of_study|students_majoring.|education|education|student	|education|field_of_study
|music|record_label|artist	|music|record_label
|location|statistical_region|places_exported_to.|location|imports_and_exports|exported_to	|location|statistical_region
|film|film|film_art_direction_by	|film|film
|baseball|baseball_team|team_stats.|baseball|baseball_team_stats|season	|baseball|baseball_team
|location|administrative_division|first_level_division_of	|location|administrative_division
|sports|sports_team|colors	|sports|sports_team
|user|jg|default_domain|olympic_games|sports	|user|jg|default_domain|olympic_games
|broadcast|content|artist	|broadcast|content
|influence|influence_node|peers.|influence|peer_relationship|peers	|influence|influence_node
|people|person|place_of_birth	|people|person
|location|location|time_zones	|location|location
|education|educational_institution|campuses	|education|educational_institution
|organization|organization_member|member_of.|organization|organization_membership|organization	|organization|organization_member
|film|film|estimated_budget.|measurement_unit|dated_money_value|currency	|film|film
|government|politician|government_positions_held.|government|government_position_held|legislative_sessions	|government|politician
|film|film|other_crew.|film|film_crew_gig|crewmember	|film|film
|education|educational_institution|colors	|education|educational_institution
|sports|sports_team|roster.|basketball|basketball_roster_position|position	|sports|sports_team
|tv|tv_program|languages	|tv|tv_program
|film|film|language	|film|film
|sports|pro_athlete|teams.|sports|sports_team_roster|team	|sports|pro_athlete
|government|legislative_session|members.|government|government_position_held|district_represented	|government|legislative_session
|medicine|disease|notable_people_with_this_condition	|medicine|disease
|film|film|film_production_design_by	|film|film
|tv|tv_program|country_of_origin	|tv|tv_program
|media_common|netflix_genre|titles	|media_common|netflix_genre
|award|award_nominee|award_nominations.|award|award_nomination|nominated_for	|award|award_nominee
|film|film|other_crew.|film|film_crew_gig|film_crew_role	|film|film
|base|aareas|schema|administrative_area|administrative_parent	|base|aareas|schema|administrative_area
|sports|sports_team|roster.|baseball|baseball_roster_position|position	|sports|sports_team
|tv|non_character_role|tv_regular_personal_appearances.|tv|tv_regular_personal_appearance|person	|tv|non_character_role
|organization|non_profit_organization|registered_with.|organization|non_profit_registration|registering_agency	|organization|non_profit_organization
|language|human_language|countries_spoken_in	|language|human_language
|user|alexander|philosophy|philosopher|interests	|user|alexander|philosophy|philosopher
|government|political_party|politicians_in_this_party.|government|political_party_tenure|politician	|government|political_party
