59	|base|schemastaging|organization_extra|phone_number.|base|schemastaging|phone_sandbox|service_language
60	|base|x2010fifaworldcupsouthafrica|world_cup_squad|current_world_cup_squad.|base|x2010fifaworldcupsouthafrica|current_world_cup_squad|current_club
61	|olympics|olympic_games|participating_countries
62	|film|director|film
63	|organization|organization|place_founded
64	|location|location|contains
65	|soccer|football_team|current_roster.|soccer|football_roster_position|position
66	|people|person|places_lived.|people|place_lived|location
67	|food|food|nutrients.|food|nutrition_fact|nutrient
68	|base|popstra|celebrity|canoodled.|base|popstra|canoodled|participant
69	|sports|sports_position|players.|sports|sports_team_roster|position
70	|sports|sports_league_draft|picks.|sports|sports_league_draft_pick|school
71	|people|deceased_person|place_of_burial
72	|location|hud_county_place|place
73	|music|instrument|family
74	|soccer|football_player|current_team.|sports|sports_team_roster|team
75	|base|saturdaynightlive|snl_cast_member|seasons.|base|saturdaynightlive|snl_season_tenure|cast_members
76	|education|educational_degree|people_with_this_degree.|education|education|student
77	|award|award_winning_work|awards_won.|award|award_honor|award_winner
78	|music|performance_role|regular_performances.|music|group_membership|role
79	|user|tsegaran|random|taxonomy_subject|entry.|user|tsegaran|random|taxonomy_entry|taxonomy
80	|film|film|genre
81	|film|film_subject|films
82	|sports|professional_sports_team|draft_picks.|sports|sports_league_draft_pick|school
83	|olympics|olympic_participating_country|athletes.|olympics|olympic_athlete_affiliation|olympics
84	|sports|sports_position|players.|sports|sports_team_roster|team
85	|music|performance_role|guest_performances.|music|recording_contribution|performance_role
86	|film|film|edited_by
87	|dataworld|gardening_hint|split_to
88	|olympics|olympic_games|medals_awarded.|olympics|olympic_medal_honor|medal
89	|location|hud_foreclosure_area|estimated_number_of_mortgages.|measurement_unit|dated_integer|source
90	|people|person|spouse_s.|people|marriage|type_of_union
91	|travel|travel_destination|how_to_get_here.|travel|transportation|mode_of_transportation
92	|time|event|instance_of_recurring_event
93	|base|schemastaging|person_extra|net_worth.|measurement_unit|dated_money_value|currency
94	|education|university|fraternities_and_sororities
95	|award|award_winning_work|awards_won.|award|award_honor|honored_for
96	|location|location|partially_contains
97	|people|deceased_person|place_of_death
98	|education|educational_institution_campus|educational_institution
99	|base|popstra|celebrity|breakup.|base|popstra|breakup|participant
100	|location|location|adjoin_s.|location|adjoining_relationship|adjoins
101	|government|government_office_category|officeholders.|government|government_position_held|jurisdiction_of_office
102	|film|film|personal_appearances.|film|personal_film_appearance|person
103	|film|film|film_format
104	|people|cause_of_death|people
105	|education|university|domestic_tuition.|measurement_unit|dated_money_value|currency
106	|government|governmental_body|members.|government|government_position_held|legislative_sessions
107	|film|actor|dubbing_performances.|film|dubbing_performance|language
108	|award|award_category|winners.|award|award_honor|ceremony
109	|music|artist|track_contributions.|music|track_contribution|role
110	|location|capital_of_administrative_division|capital_of.|location|administrative_division_capital_relationship|administrative_division
111	|music|performance_role|regular_performances.|music|group_membership|group
112	|film|actor|film.|film|performance|film
113	|base|biblioness|bibs_location|country
114	|award|award_nominee|award_nominations.|award|award_nomination|award_nominee
115	|base|culturalevent|event|entity_involved
116	|location|statistical_region|gdp_nominal.|measurement_unit|dated_money_value|currency
117	|organization|organization|headquarters.|location|mailing_address|state_province_region
118	|award|award_category|nominees.|award|award_nomination|nominated_for
119	|people|person|religion
120	|military|military_conflict|combatants.|military|military_combatant_group|combatants
121	|film|film|costume_design_by
122	|base|biblioness|bibs_location|state
123	|people|person|spouse_s.|people|marriage|location_of_ceremony
124	|base|petbreeds|city_with_dogs|top_breeds.|base|petbreeds|dog_city_relationship|dog_breed
125	|tv|tv_program|regular_cast.|tv|regular_tv_appearance|actor
126	|government|politician|government_positions_held.|government|government_position_held|jurisdiction_of_office
127	|music|group_member|membership.|music|group_membership|group
128	|organization|endowed_organization|endowment.|measurement_unit|dated_money_value|currency
129	|organization|organization|child.|organization|organization_relationship|child
130	|film|film|prequel
131	|sports|sports_team|roster.|american_football|football_historical_roster_position|position_s
132	|base|schemastaging|organization_extra|phone_number.|base|schemastaging|phone_sandbox|contact_category
133	|base|popstra|location|vacationers.|base|popstra|vacation_choice|vacationer
134	|people|person|employment_history.|business|employment_tenure|company
135	|people|person|spouse_s.|people|marriage|spouse
136	|location|administrative_division|country
137	|olympics|olympic_participating_country|medals_won.|olympics|olympic_medal_honor|olympics
138	|people|person|sibling_s.|people|sibling_relationship|sibling
139	|award|award_ceremony|awards_presented.|award|award_honor|honored_for
140	|sports|professional_sports_team|draft_picks.|sports|sports_league_draft_pick|draft
141	|sports|sports_team|roster.|american_football|football_roster_position|position
142	|medicine|disease|risk_factors
143	|tv|tv_writer|tv_programs.|tv|tv_program_writer_relationship|tv_program
144	|organization|organization|headquarters.|location|mailing_address|citytown
145	|film|film|release_date_s.|film|film_regional_release_date|film_release_region
146	|education|educational_institution|students_graduates.|education|education|student
147	|location|statistical_region|religions.|location|religion_percentage|religion
148	|education|educational_degree|people_with_this_degree.|education|education|institution
149	|time|event|locations
150	|people|person|nationality
151	|education|field_of_study|students_majoring.|education|education|major_field_of_study
152	|film|film|distributors.|film|film_film_distributor_relationship|film_distribution_medium
153	|award|award_category|winners.|award|award_honor|award_winner
154	|sports|sports_position|players.|american_football|football_historical_roster_position|position_s
155	|award|award_winning_work|awards_won.|award|award_honor|award
156	|olympics|olympic_games|sports
157	|sports|sport|pro_athletes.|sports|pro_sports_played|athlete
158	|award|ranked_item|appears_in_ranked_lists.|award|ranking|list
159	|business|business_operation|operating_income.|measurement_unit|dated_money_value|currency
160	|medicine|symptom|symptom_of
161	|base|americancomedy|celebrity_impressionist|celebrities_impersonated
162	|people|ethnicity|languages_spoken
163	|tv|tv_network|programs.|tv|tv_network_duration|program
164	|music|genre|artists
165	|influence|influence_node|influenced_by
166	|base|schemastaging|organization_extra|phone_number.|base|schemastaging|phone_sandbox|service_location
167	|business|business_operation|industry
168	|location|statistical_region|gni_per_capita_in_ppp_dollars.|measurement_unit|dated_money_value|currency
169	|base|marchmadness|ncaa_basketball_tournament|seeds.|base|marchmadness|ncaa_tournament_seed|team
170	|government|politician|government_positions_held.|government|government_position_held|basic_title
171	|people|person|gender
172	|film|film|release_date_s.|film|film_regional_release_date|film_regional_debut_venue
173	|people|marriage_union_type|unions_of_this_type.|people|marriage|location_of_ceremony
174	|film|film|production_companies
175	|film|film|distributors.|film|film_film_distributor_relationship|region
176	|tv|tv_program|tv_producer.|tv|tv_producer_term|producer_type
177	|people|ethnicity|geographic_distribution
178	|base|aareas|schema|administrative_area|capital
179	|people|profession|specialization_of
180	|film|special_film_performance_type|film_performance_type.|film|performance|film
181	|film|film|cinematography
182	|location|hud_county_place|county
183	|base|locations|continents|countries_within
184	|film|film|music
185	|music|performance_role|track_performances.|music|track_contribution|role
186	|film|film|story_by
187	|location|country|capital
188	|location|statistical_region|gdp_nominal_per_capita.|measurement_unit|dated_money_value|currency
189	|sports|sports_league|teams.|sports|sports_league_participation|team
190	|award|award_ceremony|awards_presented.|award|award_honor|award_winner
191	|organization|role|leaders.|organization|leadership|organization
192	|film|person_or_entity_appearing_in_film|films.|film|personal_film_appearance|type_of_appearance
193	|location|country|official_language
194	|education|educational_institution|students_graduates.|education|education|major_field_of_study
195	|business|business_operation|revenue.|measurement_unit|dated_money_value|currency
196	|celebrities|celebrity|sexual_relationships.|celebrities|romantic_relationship|celebrity
197	|film|film|produced_by
198	|music|genre|parent_genre
199	|film|film|release_date_s.|film|film_regional_release_date|film_release_distribution_medium
200	|education|field_of_study|students_majoring.|education|education|student
201	|music|record_label|artist
202	|location|statistical_region|places_exported_to.|location|imports_and_exports|exported_to
203	|film|film|film_art_direction_by
204	|baseball|baseball_team|team_stats.|baseball|baseball_team_stats|season
205	|location|administrative_division|first_level_division_of
206	|sports|sports_team|colors
207	|user|jg|default_domain|olympic_games|sports
208	|broadcast|content|artist
209	|influence|influence_node|peers.|influence|peer_relationship|peers
210	|people|person|place_of_birth
211	|location|location|time_zones
212	|education|educational_institution|campuses
213	|organization|organization_member|member_of.|organization|organization_membership|organization
214	|film|film|estimated_budget.|measurement_unit|dated_money_value|currency
215	|government|politician|government_positions_held.|government|government_position_held|legislative_sessions
216	|film|film|other_crew.|film|film_crew_gig|crewmember
217	|education|educational_institution|colors
218	|sports|sports_team|roster.|basketball|basketball_roster_position|position
219	|tv|tv_program|languages
220	|film|film|language
221	|sports|pro_athlete|teams.|sports|sports_team_roster|team
222	|government|legislative_session|members.|government|government_position_held|district_represented
223	|medicine|disease|notable_people_with_this_condition
224	|film|film|film_production_design_by
225	|tv|tv_program|country_of_origin
226	|media_common|netflix_genre|titles
227	|award|award_nominee|award_nominations.|award|award_nomination|nominated_for
228	|film|film|other_crew.|film|film_crew_gig|film_crew_role
229	|base|aareas|schema|administrative_area|administrative_parent
230	|sports|sports_team|roster.|baseball|baseball_roster_position|position
231	|tv|non_character_role|tv_regular_personal_appearances.|tv|tv_regular_personal_appearance|person
232	|organization|non_profit_organization|registered_with.|organization|non_profit_registration|registering_agency
233	|language|human_language|countries_spoken_in
234	|user|alexander|philosophy|philosopher|interests
235	|government|political_party|politicians_in_this_party.|government|political_party_tenure|politician
